name,line,dialogue_clean
House," I'm not doing this again. [picking up the ""World's greatest dad""ù mug and walking toward Cuddy] And this guy is not the world's greatest dad. Not Even ranked. Who the hell lets their kids play with lead-based paint? That's why he's always sick. Find him some plastic cups and the class is all his again. [He leaves, leaving behind a full room of shellshocked students.]",guy world greatest dad even ranked hell lets kids play lead based paint always sick find plastic cups class
House," Stacy, it's Gregg. I've got an opening for ten tomorrow morning. Make sure your husband isn't late. [He hangs up, and enters his office.]",stacy gregg got opening ten tomorrow morning make sure husband late
House, I gotta go.,gotta go
House," He's cancelled two exams, he's not gonna ""ì",cancelled two exams gonna
House," Sure. The ex-boy-toy. Eh, that makes sense.",sure ex boy toy eh makes sense
House," Right, you think being afraid of me is a symptom of a serious ailment.",right think afraid symptom serious ailment
House, He's twenty minutes late. I'm outta here.,twenty minutes late outta
House, Why? Because he loves you and does Everything he's told?,loves everything told
House, He likes to see.,likes see
House, Hi. I'm Gregg House. You must be Matt.,hi gregg house must matt
House, Yeah. Wow.,yeah wow
House, Makes sense to me.,makes sense
House, What do you want me to do?,want
House, He says he's healthy. What's to check out?,says healthy check
House," Oh, he's good. If you can fake sincerity, you can fake pretty much anything. I can't tell you how much I like your fella.",oh good fake sincerity fake pretty much anything tell much like fella
House," You know, we should do things together. Maybe throw a ball around or something. Guy stuff.",know things together maybe throw ball around something guy stuff
House, Hah! He's Oscar Wilde!,hah oscar wilde
House," [raising his glass] Here's to women. You can't live with 'em, you can't kill 'em until the neighbors are stripping in Atlantic City.",women live em kill em neighbors stripping atlantic city
House, I'm definitely taller.,definitely taller
House," Gar√ßon! [Translation corner: Gar√ßon means ""boy""ù in French, and is a not-too-nice way to address a waiter.] [He snaps his fingers to get their attention.] It's okay, ladies and gentlemen, nothing to worry about. Unless you had the veal.",gar„ okay ladies gentlemen nothing worry unless veal
House," I told you, I'd check him out. I was a little worried they were gonna get here before he'd passed out. Would have been tougher to get him to drink. I'll give you a ride. We can talk. [Stacy gives him a dirty look and walks out with the paramedics.]",told check little worried gonna get passed would tougher get drink give ride talk
House, Morning. You guys got the file? What's wrong?,morning guys got file wrong
House," Then we're done! What do you think, ball game, zoo? I don't care, I just want to hang with you guys.",done think ball game zoo care want hang guys
House," Yeah, sorry, that was me. I had to dope him up to get him in here. Guy doesn't think he's sick.",yeah sorry dope get guy think sick
House, His wife.,wife
House, That's her Indian name. On her driver's license it's Stacy. I assume you have a point.,indian name driver license stacy assume point
House," The truth, I hear voices. All the time. Telling me to do stuff, it's crazy, huh?",truth hear voices time telling stuff crazy huh
House," I was lying. Do the things, the, you know, blah blah blah blah blah, all that stuff the other docs did. If that's negative, ultrasound his belly. If that's negative, CT his abdomen and pelvis, with and without contrast. [heading to his office] Did I miss anything?",lying things know blah blah blah blah blah stuff docs negative ultrasound belly negative ct abdomen pelvis without contrast miss anything
House," Well, we could certainly give that a ""ì oh, you minx.",well could certainly give oh minx
House, She's married. Big clue I lost the game.,married big clue lost game
House, I thought she wanted me to treat him.,thought wanted treat
House, But what if they get close to each other? What do I do then?,get close
House," Please, don't put me on a pedestal.",please put pedestal
House," No, it means we have no idea what's wrong with him. [Foreman walks up.]",means idea wrong
House," No, today. Call him. Tell him I'll make it work.",today call tell make work
House," [to Foreman] Whoa, hold it! There's no need for exploratory surgery, Dr. Cameron has a diagnosis.",whoa hold need exploratory surgery dr cameron diagnosis
House," No, it's premature to put him on a list for hospice care. [Chase and Foreman both roll their eyes.] And it's maybe irresponsible to imply my actions are not rationally supported.",premature put list hospice care maybe irresponsible imply actions rationally supported
